"","dataname","Name","Competition","Round","Distance","InHandx","InHandy","OutHand1x","OutHand1y","OutHand2x","OutHand2y","OutHand3x","OutHand3y","Angle1","Angle2","Angle3","AngleAvg","HVel1","VVel1","HVel2","VVel2","HVel3","VVel3","HVelAvg","VVelAvg","RVel1","RVel2","RVel3","RVelAvg","RVelfromAvg","DUTurn1","DUTurn2","DUTurn3","DUTurn4","Turn1Single","Turn1Double","Turn2Single","Turn2Double","Turn3Single","Turn3Double","Turn4Single","Turn4Double","Turn1","Turn2","Turn3","Turn4","TotalTime","Turn1SinglePC","Turn1DoublePC","Turn2SinglePC","Turn2DoublePC","Turn3SinglePC","Turn3DoublePC","Turn4SinglePC","Turn4DoublePC","Turn1PC","Turn2PC","Turn3PC","Turn4PC"
"51","C Heston_CanberraTrackClassic2019","C Heston","CanberraTrackClassic2019",3,"53.6",1435,658,1523,720,1614,783,1707,847,35.17,34.7,34.53,34.8,22.41,15.46,23.17,15.71,23.68,15.96,23.09,15.71,27.41,28.18,28.74,28.11,28.12,0.26,0.22,0.18,0.25,0.27,0.32,0.22,0.29,0.21,0.26,0.24,0.25,0.59,0.51,0.47,0.49,2.06,13,16,11,14,10,13,12,12,29,25,23,24
"52","C Heston_CanberraTrackClassic2019","C Heston","CanberraTrackClassic2019",4,"54.81",1399,627,1480,697,1561,763,1639,826,40.83,39.17,38.93,39.64,20.63,17.46,20.63,16.46,19.86,15.71,20.37,16.54,27.26,26.61,25.53,26.47,26.45,0.28,0.2,0.18,0.31,0.26,0.34,0.24,0.26,0.24,0.22,0.24,0.31,0.6,0.5,0.46,0.55,2.11,12,16,11,12,11,10,11,15,28,24,22,26
"53","C Heston_CanberraTrackClassic2019","C Heston","CanberraTrackClassic2019",5,"56.95",1433,675,1512,740,1591,805,1671,871,39.45,39.45,39.52,39.47,20.12,16.21,20.12,16.21,20.37,16.46,20.2,16.29,26.06,26.06,26.41,26.18,26.17,0.3,0.2,0.18,0.26,0.26,0.32,0.24,0.25,0.27,0.22,0.26,0.26,0.58,0.49,0.49,0.52,2.08,12,15,12,12,13,11,12,12,28,24,24,25
"54","C Heston_CanberraTrackClassic2019","C Heston","CanberraTrackClassic2019",6,"58.66",1412,647,1490,712,1568,781,1645,844,39.81,41.5,39.29,40.2,19.86,16.21,19.86,17.21,19.61,15.71,19.78,16.38,25.85,26.52,25.34,25.9,25.9,0.28,0.22,0.2,0.27,0.27,0.33,0.23,0.26,0.24,0.24,0.24,0.27,0.6,0.49,0.48,0.51,2.08,13,16,11,12,12,12,12,13,29,24,23,25
"55","Costa Kousparis_OceaniaChampionships2019","Costa Kousparis","OceaniaChampionships2019",1,"59.39",849,558,922,619,990,679,1058,740,39.88,41.42,41.89,41.06,21.2,18.2,19.74,17.91,19.74,18.2,20.23,18.1,27.63,26.32,26.52,26.82,26.83,0.29,0.24,0.2,0.27,0.3,0.31,0.28,0.27,0.27,0.25,0.27,0.27,0.61,0.55,0.52,0.54,2.22,14,14,13,12,12,11,12,12,27,25,23,24
"56","Costa Kousparis_OceaniaChampionships2019","Costa Kousparis","OceaniaChampionships2019",2,"66.2",978,603,1053,664,1126,722,NA,NA,39.12,38.47,NA,38.8,21.78,18.2,21.2,17.31,NA,NA,21.49,17.75,28.07,27.08,NA,27.57,27.57,0.3,0.24,0.16,0.29,0.31,0.33,0.27,0.27,0.27,0.23,0.27,0.29,0.64,0.54,0.5,0.56,2.24,14,15,12,12,12,10,12,13,29,24,22,25
"57","Costa Kousparis_OceaniaChampionships2019","Costa Kousparis","OceaniaChampionships2019",3,"64.47",971,587,1048,647,1121,708,1192,765,37.93,39.88,38.76,38.86,22.36,17.91,21.2,18.2,20.62,17.01,21.39,17.71,28.35,27.63,26.44,27.47,27.47,0.3,0.26,0.22,0.31,0.3,0.32,0.26,0.29,0.25,0.23,0.27,0.31,0.62,0.55,0.48,0.58,2.23,13,14,12,13,11,10,12,14,28,25,22,26
"58","Costa Kousparis_OceaniaChampionships2019","Costa Kousparis","OceaniaChampionships2019",4,"65.34",976,598,1048,660,1120,720,1185,780,40.73,39.81,42.71,41.08,20.91,18.5,20.91,17.91,18.87,17.91,20.23,18.11,27.59,27.22,25.68,26.83,26.84,0.32,0.24,0.2,0.29,0.29,0.35,0.25,0.25,0.27,0.22,0.28,0.29,0.64,0.5,0.49,0.57,2.2,13,16,11,11,12,10,13,13,29,23,22,26
"59","Costa Kousparis_OceaniaChampionships2019","Costa Kousparis","OceaniaChampionships2019",5,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Costa Kousparis_OceaniaChampionships2019","Costa Kousparis","OceaniaChampionships2019",6,"63.27",963,630,1039,694,1105,753,1179,818,40.1,41.79,41.3,41.06,22.07,19.1,19.16,17.61,21.49,19.4,20.91,18.7,28.85,25.7,28.61,27.72,27.73,0.34,0.28,0.19,0.29,0.3,0.36,0.24,0.31,0.27,0.23,0.27,0.29,0.66,0.55,0.5,0.56,2.27,13,16,11,14,12,10,12,13,29,24,22,25
"61","Louise Mendes_NationalChampionships2019","Louise Mendes","NationalChampionships2019",1,"46.18",796,475,845,517,896,559,NA,NA,40.6,39.47,NA,40.03,18.05,15.25,18.78,15.25,NA,NA,18.41,15.25,23.77,24.33,NA,24.05,24.04,0.3,0.24,0.2,0.28,0.32,0.46,0.2,0.39,0.21,0.3,0.26,0.28,0.78,0.59,0.51,0.54,2.42,13,19,8,16,9,12,11,12,32,24,21,22
"62","Louise Mendes_NationalChampionships2019","Louise Mendes","NationalChampionships2019",2,"49.07",877,478,NA,NA,969,561,1016,603,NA,NA,41.78,41.78,NA,NA,NA,NA,17.31,15.25,17.31,15.25,NA,NA,23.21,23.21,23.21,0.32,0.28,0.22,0.32,0.34,0.46,0.22,0.38,0.2,0.34,0.22,0.32,0.8,0.6,0.54,0.54,2.48,14,19,9,15,8,14,9,13,32,24,22,22
"63","Louise Mendes_NationalChampionships2019","Louise Mendes","NationalChampionships2019",3,"48.62",832,478,881,520,NA,NA,979,603,40.6,NA,NA,40.6,18.05,15.25,NA,NA,NA,NA,18.05,15.25,23.77,NA,NA,23.77,23.77,0.36,0.28,0.24,0.29,0.3,0.52,0.22,0.4,0.2,0.3,0.28,0.29,0.82,0.62,0.5,0.57,2.51,12,21,9,16,8,12,11,12,33,25,20,23
"64","Louise Mendes_NationalChampionships2019","Louise Mendes","NationalChampionships2019",4,"X",867,546,NA,NA,955,622,1000,660,NA,NA,40.18,40.18,NA,NA,NA,NA,16.57,13.8,16.57,13.8,NA,NA,21.69,21.69,21.69,0.26,0.24,0.2,0.32,0.38,0.42,0.2,0.34,0.22,0.3,0.28,0.32,0.8,0.54,0.52,0.6,2.46,15,17,8,14,9,12,11,13,33,22,21,24
"65","Louise Mendes_NationalChampionships2019","Louise Mendes","NationalChampionships2019",5,"49.46",881,491,NA,NA,976,578,1025,619,NA,NA,39.92,39.92,NA,NA,NA,NA,18.05,14.89,18.05,14.89,NA,NA,23.54,23.54,23.54,0.32,0.26,0.22,0.32,0.34,0.46,0.22,0.36,0.22,0.28,0.24,0.32,0.8,0.58,0.5,0.56,2.44,14,19,9,15,9,11,10,13,33,24,20,23
"66","Louise Mendes_NationalChampionships2019","Louise Mendes","NationalChampionships2019",6,"X",972,558,1021,596,1067,636,1113,676,37.79,41.01,41.01,39.94,18.05,13.8,16.94,14.52,16.94,14.52,17.31,14.28,22.84,22.45,22.45,22.58,22.58,0.32,0.26,0.24,0.3,0.34,0.44,0.24,0.34,0.22,0.32,0.24,0.3,0.78,0.58,0.54,0.54,2.44,14,18,10,14,9,13,10,12,32,24,22,22
"67","Ned Weatherly_NationalChampionships2019","Ned Weatherly","NationalChampionships2019",1,"60.21",899,528,952,573,1007,616,1061,662,40.33,38.02,40.43,39.59,17.93,15.46,18.6,14.77,18.26,15.8,18.26,15.34,23.52,23.61,23.99,23.71,23.7,0.24,0.22,0.2,0.27,0.28,0.34,0.2,0.26,0.22,0.26,0.22,0.27,0.62,0.46,0.48,0.49,2.05,14,17,10,13,11,13,11,13,30,22,23,24
"68","Ned Weatherly_NationalChampionships2019","Ned Weatherly","NationalChampionships2019",2,"X",982,616,1029,657,1077,701,1123,741,41.1,42.51,41.01,41.54,15.9,14.08,16.24,15.11,15.56,13.74,15.9,14.31,21.1,22.03,20.62,21.25,21.24,0.26,0.22,0.2,0.28,0.24,0.32,0.22,0.28,0.2,0.24,0.24,0.28,0.56,0.5,0.44,0.52,2.02,12,16,11,14,10,12,12,14,28,25,22,26
"69","Ned Weatherly_NationalChampionships2019","Ned Weatherly","NationalChampionships2019",3,"60.94",908,550,962,598,1018,644,1074,689,41.63,39.4,38.78,39.94,18.26,16.49,18.94,15.8,18.94,15.46,18.71,15.92,24.43,24.51,24.3,24.41,24.4,0.22,0.2,0.2,0.29,0.24,0.35,0.19,0.26,0.2,0.22,0.24,0.29,0.59,0.45,0.42,0.53,1.99,12,18,10,13,10,11,12,15,30,23,21,27
"70","Ned Weatherly_NationalChampionships2019","Ned Weatherly","NationalChampionships2019",4,"62.52",942,570,999,618,1056,664,1112,710,40.1,38.9,39.4,39.47,19.28,16.49,19.28,15.8,18.94,15.8,19.17,16.03,25.21,24.77,24.51,24.83,24.83,0.2,0.22,0.2,0.29,0.26,0.3,0.18,0.24,0.22,0.24,0.22,0.29,0.56,0.42,0.46,0.51,1.95,13,15,9,12,11,12,11,15,29,22,24,26
"71","Ned Weatherly_NationalChampionships2019","Ned Weatherly","NationalChampionships2019",5,"60.97",946,484,1006,528,1066,572,1125,616,36.25,36.25,36.71,36.4,20.29,15.11,20.29,15.11,19.96,15.11,20.18,15.11,25.16,25.16,24.9,25.07,25.07,0.24,0.21,0.18,0.3,0.26,0.33,0.19,0.26,0.2,0.22,0.24,0.3,0.59,0.45,0.42,0.54,2,13,16,10,13,10,11,12,15,30,22,21,27
"72","Ned Weatherly_NationalChampionships2019","Ned Weatherly","NationalChampionships2019",6,"59.91",944,584,998,629,1053,674,1107,717,39.81,39.29,38.53,39.21,18.26,15.46,18.6,15.46,18.26,14.77,18.37,15.23,23.77,24.03,23.34,23.71,23.71,0.23,0.2,0.22,0.29,0.25,0.31,0.2,0.25,0.19,0.26,0.22,0.29,0.56,0.45,0.45,0.51,1.97,13,16,10,13,10,13,11,15,28,23,23,26
"73","Ned Weatherly_OceaniaChampionships2019","Ned Weatherly","OceaniaChampionships2019",1,"67.85",799,539,877,605,953,670,1029,738,40.24,40.54,41.82,40.87,22.68,19.58,22.1,19.29,22.1,20.18,22.29,19.68,29.71,29.08,29.65,29.48,29.48,0.22,0.24,0.22,0.28,0.26,0.29,0.21,0.26,0.22,0.24,0.22,0.28,0.55,0.47,0.46,0.5,1.98,13,15,11,13,11,12,11,14,28,24,23,25
"74","Ned Weatherly_OceaniaChampionships2019","Ned Weatherly","OceaniaChampionships2019",2,"62.97",897,658,964,723,1032,791,1099,856,44.13,45,44.13,44.42,19.48,19.29,19.77,20.18,19.48,19.29,19.58,19.59,27.14,27.96,27.14,27.41,27.41,0.2,0.19,0.18,0.25,0.26,0.3,0.21,0.25,0.22,0.24,0.26,0.25,0.56,0.46,0.46,0.51,1.99,13,15,11,13,11,12,13,13,28,23,23,26
"75","Ned Weatherly_OceaniaChampionships2019","Ned Weatherly","OceaniaChampionships2019",3,"63.32",883,606,952,670,1018,733,1082,793,42.85,43.67,43.15,43.22,20.06,18.99,19.19,18.69,18.61,17.8,19.29,18.49,27.36,26.53,25.51,26.47,26.47,0.2,0.22,0.2,0.28,0.26,0.3,0.2,0.26,0.24,0.25,0.21,0.28,0.56,0.46,0.49,0.49,2,13,15,10,13,12,12,10,14,28,23,24,24
"76","Ned Weatherly_OceaniaChampionships2019","Ned Weatherly","OceaniaChampionships2019",4,"65.94",968,625,1037,694,1104,757,1174,822,45,43.24,42.88,43.71,20.06,20.47,19.48,18.69,20.35,19.29,19.96,19.48,28.37,26.74,27.77,27.63,27.61,0.2,0.2,0.22,0.31,0.26,0.3,0.2,0.28,0.18,0.28,0.2,0.31,0.56,0.48,0.46,0.51,2.01,13,15,10,14,9,14,10,15,28,24,23,25
"77","Ned Weatherly_OceaniaChampionships2019","Ned Weatherly","OceaniaChampionships2019",5,"X",885,779,948,838,1012,895,1072,950,43.12,41.69,42.51,42.44,18.32,17.5,18.61,16.91,17.45,16.32,18.13,16.91,25.1,24.92,23.67,24.56,24.57,0.2,0.2,0.2,0.31,0.26,0.3,0.2,0.28,0.18,0.28,0.2,0.31,0.56,0.48,0.46,0.51,2.01,13,15,10,14,9,14,10,15,28,24,23,25
"78","Ned Weatherly_OceaniaChampionships2019","Ned Weatherly","OceaniaChampionships2019",6,"65.73",939,625,1007,692,1074,755,1140,819,44.58,43.24,44.12,43.98,19.77,19.88,19.48,18.69,19.19,18.99,19.48,19.19,27.76,26.74,26.73,27.08,27.07,0.22,0.2,0.18,0.28,0.25,0.3,0.2,0.27,0.21,0.26,0.2,0.28,0.55,0.47,0.47,0.48,1.97,13,15,10,14,11,13,10,14,28,24,24,24
"79","Sarah Ringrose_CanberraTrackClassic2019","Sarah Ringrose","CanberraTrackClassic2019",1,"X",837,839,918,905,993,968,1074,1033,39.17,40.03,38.75,39.32,20.63,16.46,19.1,15.71,20.63,16.21,20.12,16.13,26.61,24.94,26.45,26,26.01,0.24,0.2,NA,NA,0.4,0.35,0.27,0.37,0.27,0.27,NA,NA,0.75,0.64,0.54,NA,1.93,21,18,14,19,14,14,NA,NA,39,33,28,NA
"80","Sarah Ringrose_CanberraTrackClassic2019","Sarah Ringrose","CanberraTrackClassic2019",2,"51.77",893,891,971,959,1048,1026,NA,NA,41.08,41.03,NA,41.05,19.86,16.96,19.61,16.71,NA,NA,19.73,16.84,26.35,26,NA,26.18,26.16,0.28,0.22,NA,NA,0.34,0.35,0.31,0.34,0.28,0.3,NA,NA,0.69,0.65,0.58,NA,1.92,18,18,16,18,15,16,NA,NA,36,34,30,NA
"81","Sarah Ringrose_CanberraTrackClassic2019","Sarah Ringrose","CanberraTrackClassic2019",3,"X",924,720,996,766,1064,814,1138,857,32.57,35.22,30.16,32.65,18.34,11.47,17.32,11.97,18.85,10.72,18.17,11.39,21.76,21.2,21.8,21.59,21.58,0.28,0.24,NA,NA,0.36,0.43,0.31,0.37,0.27,0.34,NA,NA,0.79,0.68,0.61,NA,2.08,17,21,15,18,13,16,NA,NA,38,33,29,NA
"82","Sarah Ringrose_CanberraTrackClassic2019","Sarah Ringrose","CanberraTrackClassic2019",4,"53.24",961,800,1045,867,1127,933,1212,998,38.58,38.83,37.41,38.27,21.39,16.71,20.88,16.46,21.65,16.21,21.31,16.46,27.36,26.8,27.26,27.14,27.14,0.28,0.22,NA,NA,0.36,0.41,0.29,0.33,0.25,0.3,NA,NA,0.77,0.62,0.55,NA,1.94,19,21,15,17,13,15,NA,NA,40,32,28,NA
"83","Sarah Ringrose_CanberraTrackClassic2019","Sarah Ringrose","CanberraTrackClassic2019",5,"47.42",929,900,1018,959,1101,1019,NA,NA,33.54,35.86,NA,34.7,22.67,14.71,21.14,14.96,NA,NA,21.91,14.84,27.2,26.08,NA,26.64,26.65,0.26,0.22,NA,NA,0.36,0.41,0.29,0.36,0.26,0.32,NA,NA,0.77,0.65,0.58,NA,2,18,20,14,18,13,16,NA,NA,38,32,29,NA
"84","Sarah Ringrose_CanberraTrackClassic2019","Sarah Ringrose","CanberraTrackClassic2019",6,"50.29",763,743,847,815,931,884,1016,953,40.6,39.4,39.07,39.69,21.39,17.96,21.39,17.21,21.65,17.21,21.48,17.46,28.17,27.68,27.89,27.91,27.91,0.28,0.22,NA,NA,0.37,0.35,0.29,0.33,0.31,0.29,NA,NA,0.72,0.62,0.6,NA,1.94,19,18,15,17,16,15,NA,NA,37,32,31,NA
"85","Sarah Ringrose_NationalChampionships2019","Sarah Ringrose","NationalChampionships2019",1,"48.64",854,576,NA,NA,957,649,1008,686,NA,NA,35.96,35.96,NA,NA,NA,NA,18.78,13.43,18.78,13.43,NA,NA,23.2,23.2,23.2,0.27,0.19,NA,NA,0.44,0.41,0.31,0.32,0.3,0.34,NA,NA,0.85,0.63,0.64,NA,2.12,21,19,15,15,14,16,NA,NA,40,30,30,NA
"86","Sarah Ringrose_NationalChampionships2019","Sarah Ringrose","NationalChampionships2019",2,"52.4",878,547,NA,NA,987,623,1043,660,NA,NA,33.45,33.45,NA,NA,NA,NA,20.63,13.43,20.63,13.43,NA,NA,24.73,24.73,24.73,0.24,0.18,NA,NA,0.4,0.38,0.3,0.35,0.25,0.31,NA,NA,0.78,0.65,0.56,NA,1.99,20,19,15,18,13,16,NA,NA,39,33,28,NA
"87","Sarah Ringrose_NationalChampionships2019","Sarah Ringrose","NationalChampionships2019",3,"49.71",860,597,NA,NA,966,673,1019,711,NA,NA,35.64,35.64,NA,NA,NA,NA,19.52,13.8,19.52,13.8,NA,NA,24.02,24.02,24.02,0.24,0.2,NA,NA,0.4,0.38,0.3,0.34,0.28,0.31,NA,NA,0.78,0.64,0.59,NA,2.01,20,19,15,17,14,15,NA,NA,39,32,29,NA
"88","Sarah Ringrose_NationalChampionships2019","Sarah Ringrose","NationalChampionships2019",4,"48.4",819,531,868,567,NA,NA,973,643,36.3,NA,NA,36.3,18.05,13.07,NA,NA,NA,NA,18.05,13.07,22.4,NA,NA,22.4,22.4,0.24,0.24,NA,NA,0.38,0.38,0.28,0.42,0.26,0.32,NA,NA,0.76,0.7,0.58,NA,2.04,19,19,14,21,13,16,NA,NA,37,34,28,NA
"89","Sarah Ringrose_NationalChampionships2019","Sarah Ringrose","NationalChampionships2019",5,"51.76",853,537,NA,NA,960,615,1013,653,NA,NA,35.64,35.64,NA,NA,NA,NA,19.52,13.8,19.52,13.8,NA,NA,24.02,24.02,24.02,0.22,0.2,NA,NA,0.36,0.36,0.3,0.36,0.24,0.3,NA,NA,0.72,0.66,0.54,NA,1.92,19,19,16,19,12,16,NA,NA,38,34,28,NA
"90","Sarah Ringrose_NationalChampionships2019","Sarah Ringrose","NationalChampionships2019",6,"49.77",793,574,845,612,895,650,NA,NA,36.16,37.23,NA,36.69,19.15,13.8,18.42,13.8,NA,NA,18.79,13.8,23.72,23.13,NA,23.42,23.43,0.26,0.18,NA,NA,0.36,0.4,0.28,0.39,0.25,0.29,NA,NA,0.76,0.67,0.54,NA,1.97,18,20,14,20,13,15,NA,NA,39,34,27,NA
"91","Sarah Ringrose_NSWStateChamps2019","Sarah Ringrose","NSWStateChamps2019",1,"X",620,568,670,609,713,645,756,682,39.35,39.94,40.71,40,18.5,14.99,15.91,13.17,15.91,13.53,16.77,13.9,23.92,20.75,20.99,21.89,21.89,0.22,0.2,NA,NA,0.32,0.44,0.26,0.3,0.28,0.36,NA,NA,0.76,0.56,0.64,NA,1.96,16,22,13,15,14,18,NA,NA,39,29,33,NA
"92","Sarah Ringrose_NSWStateChamps2019","Sarah Ringrose","NSWStateChamps2019",2,"51.76",606,569,656,609,710,652,759,689,38.66,38.53,37.06,38.08,18.5,14.63,19.98,15.73,18.13,13.53,18.87,14.63,23.69,25.54,22.72,23.98,23.97,0.26,0.18,NA,NA,0.34,0.44,0.3,0.28,0.28,0.36,NA,NA,0.78,0.58,0.64,NA,2,17,22,15,14,14,18,NA,NA,39,29,32,NA
"93","Sarah Ringrose_NSWStateChamps2019","Sarah Ringrose","NSWStateChamps2019",3,"X",635,607,683,641,730,674,784,712,35.31,35.07,35.13,35.17,17.76,12.43,17.39,12.07,19.98,13.9,18.38,12.8,21.76,21.25,24.43,22.48,22.48,0.24,0.22,NA,NA,0.38,0.36,0.28,0.28,0.3,0.36,NA,NA,0.74,0.56,0.66,NA,1.96,19,18,14,14,15,18,NA,NA,38,29,34,NA
"94","Sarah Ringrose_NSWStateChamps2019","Sarah Ringrose","NSWStateChamps2019",4,"X",579,544,623,577,669,612,719,652,36.87,37.27,38.66,37.6,16.28,12.07,17.02,12.8,18.5,14.63,17.27,13.17,20.35,21.39,23.69,21.81,21.8,0.24,0.18,NA,NA,0.36,0.4,0.3,0.34,0.26,0.28,NA,NA,0.76,0.64,0.54,NA,1.94,19,21,15,18,13,14,NA,NA,39,33,28,NA
"95","Sarah Ringrose_NSWStateChamps2019","Sarah Ringrose","NSWStateChamps2019",5,"49.1",562,590,616,632,668,673,719,713,37.87,38.25,38.11,38.08,19.98,15.36,19.24,14.99,18.87,14.63,19.36,14.99,25.31,24.5,23.98,24.6,24.6,0.22,0.24,NA,NA,0.36,0.44,0.26,0.34,0.28,0.29,NA,NA,0.8,0.6,0.57,NA,1.97,18,22,13,17,14,15,NA,NA,41,30,29,NA
"96","Sarah Ringrose_NSWStateChamps2019","Sarah Ringrose","NSWStateChamps2019",6,"X",636,650,685,685,733,719,781,753,35.54,35.31,35.31,35.39,18.13,12.8,17.76,12.43,17.76,12.43,17.88,12.55,22.28,21.76,21.76,21.93,21.93,0.24,0.24,NA,NA,0.36,0.38,0.26,0.34,0.28,0.36,NA,NA,0.74,0.6,0.64,NA,1.98,18,19,13,17,14,18,NA,NA,37,30,32,NA
"97","Sarah Ringrose_SydneyTrackClassic2019","Sarah Ringrose","SydneyTrackClassic2019",1,"61.86",653,407,690,435,727,464,763,493,37.12,38.09,38.85,38.02,19.45,14.57,19.45,15.09,18.92,15.09,19.27,14.92,24.39,24.71,24.29,24.46,24.46,0.26,0.18,NA,NA,0.38,0.4,0.3,0.28,0.3,0.3,NA,NA,0.78,0.58,0.6,NA,1.96,19,20,15,14,15,15,NA,NA,40,30,31,NA
"98","Sarah Ringrose_SydneyTrackClassic2019","Sarah Ringrose","SydneyTrackClassic2019",2,"X",587,326,624,355,662,384,699,412,38.09,37.35,37.12,37.52,19.45,15.09,19.98,15.09,19.45,14.57,19.63,14.92,24.71,25.13,24.39,24.74,24.75,0.22,0.22,NA,NA,0.38,0.36,0.3,0.32,0.26,0.28,NA,NA,0.74,0.62,0.54,NA,1.9,20,19,16,17,14,15,NA,NA,39,33,28,NA
"99","Sarah Ringrose_SydneyTrackClassic2019","Sarah Ringrose","SydneyTrackClassic2019",3,"64.01",666,424,698,449,731,474,764,499,38,37.15,37.15,37.43,16.82,13.01,17.35,13.01,17.35,13.01,17.17,13.01,21.34,21.77,21.77,21.63,21.62,0.22,0.23,NA,NA,0.36,0.36,0.33,0.31,0.28,0.34,NA,NA,0.72,0.64,0.62,NA,1.98,18,18,17,16,14,17,NA,NA,36,32,31,NA
"100","Sarah Ringrose_SydneyTrackClassic2019","Sarah Ringrose","SydneyTrackClassic2019",4,"63.7",NA,NA,609,387,648,418,682,447,NA,38.48,40.46,39.47,NA,NA,20.5,16.14,17.87,15.09,19.19,15.62,NA,26.19,23.49,24.84,24.86,0.28,0.22,NA,NA,0.4,0.4,0.28,0.3,0.26,0.32,NA,NA,0.8,0.58,0.58,NA,1.96,20,20,14,15,13,16,NA,NA,41,30,30,NA
"101","Sarah Ringrose_SydneyTrackClassic2019","Sarah Ringrose","SydneyTrackClassic2019",5,"58.63",613,418,647,447,679,476,712,504,40.46,42.18,40.31,40.98,17.87,15.09,16.82,15.09,17.35,14.57,17.35,14.92,23.49,22.7,22.75,22.98,22.98,0.24,0.2,NA,NA,0.36,0.38,0.3,0.26,0.3,0.33,NA,NA,0.74,0.56,0.63,NA,1.93,19,20,16,13,16,17,NA,NA,38,29,33,NA
"102","Sarah Ringrose_SydneyTrackClassic2019","Sarah Ringrose","SydneyTrackClassic2019",6,"64.02",621,395,660,425,696,453,732,482,37.57,37.87,38.85,38.1,20.5,15.62,18.92,14.57,18.92,15.09,19.45,15.09,25.86,23.97,24.29,24.71,24.72,0.26,0.18,NA,NA,0.36,0.4,0.3,0.3,0.28,0.31,NA,NA,0.76,0.6,0.59,NA,1.95,18,21,15,15,14,16,NA,NA,39,31,30,NA
